what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.validators.externalchecker,0.95.1.v20081006,org.eclipse.dltk.validators.externalchecker,1242380466125
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380466500
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380475968
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380490093
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380576828
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380577531
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380759734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1242380764718
started,bundle,org.eclipse.dltk.mylyn,1.0.0.v20080917-1720,org.eclipse.dltk.mylyn,1242380770812
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1242380772203
started,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1242380772250
started,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1242380772703
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1242380772718
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1242380772859
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1242380772890
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1242380772984
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1242380773062
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1242380773093
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380779578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380862187
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380862859
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380909921
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1242380911156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380929015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242381079156
