what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui,1242380345593
started,bundle,org.eclipse.mylyn.team.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.team.ui,1242380345625
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1242380345703
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1242380345796
activated,view,org.eclipse.dltk.ui,1.0.0.v20081228,org.eclipse.dltk.ui.ScriptExplorer,1242380352859
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1242380366250
opened,editor,org.eclipse.dltk.ruby.ui,1.0.0.v20081208-2006,org.eclipse.dltk.ruby.ui.editor.RubyEditor,1242380371109
activated,editor,org.eclipse.dltk.ruby.ui,1.0.0.v20081208-2006,org.eclipse.dltk.ruby.ui.editor.RubyEditor,1242380371203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380380609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380380609
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380380687
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380413609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1242380415328
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380431171
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380446109
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1242380448875
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1242380449031
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1242380449203
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1242380449390
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1242380449640
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380462375
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242380464968
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1242380465250
started,bundle,org.tigris.subversion.clientadapter.javahl,1.5.6,org.tigris.subversion.clientadapter.javahl,1242380465281
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20081027,org.eclipse.dltk.validators.core,1242380466109
