what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.dltk.ui,1.0.0.v20081228,org.eclipse.dltk.ui.ScriptExplorer,1242382505812
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1242382509828
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1242382509828
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1242382509843
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242382509984
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1242382513531
started,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1242382513781
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1242382514296
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242382514781
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1242382514890
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1242382514890
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242382516968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242382564250
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.import,1242382564250
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242382566296
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1242382583328
started,bundle,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui,1242382583390
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1242382583437
started,bundle,org.eclipse.wst.sse.ui,1.1.4.v200901202345,org.eclipse.wst.sse.ui,1242382583515
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1242382583765
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1242382584140
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1242382584281
started,bundle,org.eclipse.wst.dtd.ui,1.0.301.v200808072012,org.eclipse.wst.dtd.ui,1242382585359
started,bundle,org.eclipse.emf.common,2.4.0.v200902171115,org.eclipse.emf.common,1242382585390
opened,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1242382585531
